会話ID,長単位連番,文頭フラグ,話者ラベル,書字形,語彙素読み,語彙素,品詞,活用型,活用形,語種,語彙素細分類,語形,タグ付き書字形,発音形出現形,発音,発話単位の開始時刻,発話単位の終了時刻,転記単位の開始時刻,転記単位の終了時刻,仮名,文節頭フラグ
K008_001b,19,I,IC01_深石,なく,ナイ,ない,助動詞,助動詞-ナイ,連用形-一般,和,,ナイ,なく,ナク,ナク,6.212,7.791,6.212,7.791,0,I
K008_001b,20,I,IC01_深石,て,テ,て,助詞-接続助詞,,,和,,テ,て,テ,テ,6.212,7.791,6.212,7.791,0,I
K008_001b,21,I,IC01_深石,いい,ヨイ,良い,形容詞-一般,形容詞,連体形-一般,和,,イイ,いい,イー,イー,6.212,7.791,6.212,7.791,0,B
K008_001b,22,I,IC01_深石,んで,ノダ,のだ,助動詞,助動詞-ダ,連用形-一般,和,,ンダ,んで。,ンデ,ンデ,6.212,7.791,6.212,7.791,0,I
K008_001b,23,B,IC02_鶴賀,あ,アッ,あっ,感動詞-一般,,,和,,ア,あ。,ア,ア,7.152,7.300,7.152,7.300,0,B
K008_001b,24,B,IC02_鶴賀,いい,ヨイ,良い,形容詞-一般,形容詞,連体形-一般,和,,イイ,いい,イー,イー,7.300,7.683,7.300,7.683,0,B
K008_001b,25,I,IC02_鶴賀,の,ノ,の,助詞-終助詞,,,和,,ノ,の。,ノ,ノ,7.300,7.683,7.300,7.683,0,I
K008_001b,26,B,IC02_鶴賀,ほしい,ホシイ,欲しい,形容詞-一般,形容詞,連体形-一般,和,,ホシイ,ほしい,ホシー,ホシー,7.683,8.524,7.683,8.524,0,B
K008_001b,27,I,IC02_鶴賀,時,トキ,時,名詞-普通名詞-一般,,,和,,トキ,時,トキ,トキ,7.683,8.524,7.683,8.524,0,B
K008_001b,28,I,IC02_鶴賀,来る,クル,来る,動詞-一般,カ行変格,終止形-一般,和,,クル,来る,クル,クル,7.683,8.524,7.683,8.524,0,B
K008_001b,29,I,IC02_鶴賀,って,ッテ,って,助詞-副助詞,,,和,,ッテ,って。,ッテ,ッテ,7.683,8.524,7.683,8.524,0,I
K008_001b,30,B,IC02_鶴賀,勝手,カッテ,勝手,形状詞-一般,,,和,,カッテ,勝手,カッテ,カッテ,8.524,8.987,8.524,8.987,0,B
K008_001b,31,I,IC02_鶴賀,に,ダ,だ,助動詞,助動詞-ダ,連用形-ニ,和,,ダ,に。,ニ,ニ,8.524,8.987,8.524,8.987,0,I
K008_001b,32,B,IC02_鶴賀,もう,モウ,もう,副詞,,,和,,モウ,(W モ|もう) ,モー,モ,9.153,10.019,9.153,10.019,0,B
K008_001b,33,I,IC02_鶴賀,そ,ソウ,そう,副詞,,,和,,ソ,(G そう|そ),ソ,ソ,9.153,10.019,9.153,10.019,0,B
K008_001b,34,I,IC02_鶴賀,ゆう,イウ,言う,動詞-一般,五段-ワア行,連体形-一般,和,,ユウ,(W ユ|ゆう),ユー,ユ,9.153,10.019,9.153,10.019,0,B
K008_001b,35,I,IC02_鶴賀,人,ヒト,人,名詞-普通名詞-一般,,,和,,ヒト,人,ヒト,ヒト,9.153,10.019,9.153,10.019,0,B
K008_001b,36,I,IC02_鶴賀,な,ダ,だ,助動詞,助動詞-ダ,連体形-一般,和,,ダ,な,ナ,ナ,9.153,10.019,9.153,10.019,0,I
K008_001b,37,I,IC02_鶴賀,の,ノ,の,助詞-終助詞,,,和,,ノ,の。,ノ,ノ,9.153,10.019,9.153,10.019,0,I
K008_001b,38,B,IC01_深石,うん,ウン,うん,感動詞-一般,,,和,,ウン,うん。,ウン,ウン,9.248,9.788,9.248,9.788,0,B
K008_001b,39,B,IC02_鶴賀,なん,ナニ,何,代名詞,,,和,,ナン,なん,ナン,ナン,13.226,13.950,13.226,13.950,0,B
K008_001b,40,I,IC02_鶴賀,か,カ,か,助詞-副助詞,,,和,,カ,か,カ,カ,13.226,13.950,13.226,13.950,0,I
K008_001b,41,I,IC02_鶴賀,ごめん,ゴメン,御免,名詞-普通名詞-一般,,,漢,,ゴメン,ごめん,ゴメン,ゴメン,13.226,13.950,13.226,13.950,0,B
K008_001b,42,I,IC02_鶴賀,ね,ネ,ね,助詞-終助詞,,,和,,ネ,ね。,ネ,ネ,13.226,13.950,13.226,13.950,0,I
K008_001b,43,B,IC02_鶴賀,全部,ゼンブ,全部,副詞,,,漢,,ゼンブ,全部 ,ゼンブ,ゼンブ,13.950,17.898,13.950,17.898,0,B
K008_001b,44,I,IC02_鶴賀,こう,コウ,こう,副詞,,,和,,コウ,こう,コー,コー,13.950,17.898,13.950,17.898,0,B
K008_001b,45,I,IC02_鶴賀,ゆう,イウ,言う,動詞-一般,五段-ワア行,連体形-一般,和,,ユウ,(W ユ|ゆう),ユー,ユ,13.950,17.898,13.950,17.898,0,B
K008_001b,46,I,IC02_鶴賀,の,ノ,の,助詞-準体助詞,,,和,,ノ,の,ノ,ノ,13.950,17.898,13.950,17.898,0,I
K008_001b,47,I,IC02_鶴賀,さ,サ,さ,助詞-終助詞,,,和,,サ,さ ,サ,サ,13.950,17.898,13.950,17.898,0,I
K008_001b,48,I,IC02_鶴賀,プラスチック,プラスチック,プラスチック,名詞-普通名詞-一般,,,外,plastics,プラスチック,プラスチック,プラスチック,プラスチック,13.950,17.898,13.950,17.898,0,B
K008_001b,49,I,IC02_鶴賀,の,ノ,の,助詞-格助詞,,,和,,ノ,の:,ノ,ノー,13.950,17.898,13.950,17.898,0,I
K008_001b,50,I,IC02_鶴賀,ニ,,,言いよどみ,,,,,,(D ニ) ,ニ,ニ,13.950,17.898,13.950,17.898,0,B
K008_001b,51,I,IC02_鶴賀,肉,ニク,肉,名詞-普通名詞-一般,,,漢,,ニク,肉,ニク,ニク,13.950,17.898,13.950,17.898,0,B
K008_001b,52,I,IC02_鶴賀,と,ト,と,助詞-格助詞,,,和,,ト,と,ト,ト,13.950,17.898,13.950,17.898,0,I
K008_001b,53,I,IC02_鶴賀,か,カ,か,助詞-副助詞,,,和,,カ,か,カ,カ,13.950,17.898,13.950,17.898,0,I
K008_001b,54,I,IC02_鶴賀,買っ,カウ,買う,動詞-一般,五段-ワア行,連用形-促音便,和,,カウ,買っ,カッ,カッ,13.950,17.898,13.950,17.898,0,B
K008_001b,55,I,IC02_鶴賀,た,タ,た,助動詞,助動詞-タ,連体形-一般,和,,タ,た,タ,タ,13.950,17.898,13.950,17.898,0,I
K008_001b,56,I,IC02_鶴賀,お皿,オサラ,御皿,名詞-普通名詞-一般,,,和,,オサラ,お(U 皿) ,オサラ,オサラ,13.950,17.898,13.950,17.898,0,B
K008_001b,57,I,IC02_鶴賀,トレイ,トレー,トレー,名詞-普通名詞-一般,,,外,tray,トレイ,トレイ,トレー,トレー,13.950,17.898,13.950,17.898,0,B
K008_001b,58,I,IC02_鶴賀,の,ノ,の,助詞-格助詞,,,和,,ノ,の,ノ,ノ,13.950,17.898,13.950,17.898,0,I
K008_001b,59,I,IC02_鶴賀,再利用,サイリヨウ,再利用,名詞-普通名詞-一般,,,漢,,サイリヨウ,再利用,サイリヨー,サイリヨー,13.950,17.898,13.950,17.898,0,B
K008_001b,60,I,IC02_鶴賀,で,デ,で,助詞-格助詞,,,和,,デ,で。,デ,デ,13.950,17.898,13.950,17.898,0,I
K008_001b,61,B,IC01_深石,ううん,ウウン,ううん,感動詞-一般,,,和,,ウウン,ううん。,ウーン,ウーン,15.485,16.228,15.485,16.228,0,B
K008_001b,62,B,IC03_久美,ん,ン,ん,感動詞-一般,,,和,,ン,ん。,ン,ン,15.707,15.884,15.707,15.884,0,B
K008_001b,63,B,IC03_久美,うーん,ウン,うん,感動詞-一般,,,和,,ウーン,うーん。,ウーン,ウーン,16.327,16.770,16.327,16.770,0,B
K008_001b,64,B,IC01_深石,や,イヤ,いや,感動詞-一般,,,和,,ヤ,(G いや|や) ,ヤ,ヤ,16.650,18.012,16.650,18.012,0,B
K008_001b,65,I,IC01_深石,や,イヤ,いや,感動詞-一般,,,和,,ヤ,(G いや|や) ,ヤ,ヤ,16.650,18.012,16.650,18.012,0,B
K008_001b,66,I,IC01_深石,や,イヤ,いや,感動詞-一般,,,和,,ヤ,(G いや|や) ,ヤ,ヤ,16.650,18.012,16.650,18.012,0,B
K008_001b,67,I,IC01_深石,や,イヤ,いや,感動詞-一般,,,和,,ヤ,(G いや|や) ,ヤ,ヤ,16.650,18.012,16.650,18.012,0,B
K008_001b,68,I,IC01_深石,や,イヤ,いや,感動詞-一般,,,和,,ヤ,(G いや|や)。,ヤ,ヤ,16.650,18.012,16.650,18.012,0,B
K008_001b,69,B,IC03_久美,い,ヨイ,良い,形容詞-一般,形容詞,連体形-省略,和,,イイ,い,イ,イ,17.553,19.047,17.553,19.047,0,B
K008_001b,70,I,IC03_久美,んです,ノデス,のです,助動詞,助動詞-デス,終止形-一般,和,,ンデス,んです,ンデス,ンデス,17.553,19.047,17.553,19.047,0,I
K008_001b,71,I,IC03_久美,よ,ヨ,よ,助詞-終助詞,,,和,,ヨ,よ ,ヨ,ヨ,17.553,19.047,17.553,19.047,0,I
K008_001b,72,I,IC03_久美,い,ヨイ,良い,形容詞-一般,形容詞,連体形-省略,和,,イイ,い,イ,イ,17.553,19.047,17.553,19.047,0,B
K008_001b,73,I,IC03_久美,んです,ノデス,のです,助動詞,助動詞-デス,終止形-一般,和,,ンデス,んです,ンデス,ンデス,17.553,19.047,17.553,19.047,0,I
K008_001b,74,I,IC03_久美,よ,ヨ,よ,助詞-終助詞,,,和,,ヨ,よ:。,ヨ,ヨー,17.553,19.047,17.553,19.047,0,I
K008_001b,75,B,IC01_深石,こう,コウ,こう,副詞,,,和,,コウ,(W コ|こう),コー,コ,18.072,20.140,18.072,20.140,0,B
K008_001b,76,I,IC01_深石,やっ,ヤル,遣る,動詞-一般,五段-ラ行,連用形-促音便,和,,ヤル,やっ,ヤッ,ヤッ,18.072,20.140,18.072,20.140,0,B
K008_001b,77,I,IC01_深石,て,テ,て,助詞-接続助詞,,,和,,テ,て ,テ,テ,18.072,20.140,18.072,20.140,0,I
K008_001b,78,I,IC01_深石,全部,ゼンブ,全部,副詞,,,漢,,ゼンブ,全部,ゼンブ,ゼンブ,18.072,20.140,18.072,20.140,0,B
K008_001b,79,I,IC01_深石,おんなじ,オナジ,同じ,連体詞,,,和,,オンナジ,おんなじ,オンナジ,オンナジ,18.072,20.140,18.072,20.140,0,B
K008_001b,80,I,IC01_深石,の,ノ,の,助詞-準体助詞,,,和,,ノ,の,ノ,ノ,18.072,20.140,18.072,20.140,0,I
K008_001b,81,I,IC01_深石,を,ヲ,を,助詞-格助詞,,,和,,ヲ,を,オ,オ,18.072,20.140,18.072,20.140,0,I
K008_001b,82,I,IC01_深石,やっ,ヤル,遣る,動詞-一般,五段-ラ行,連用形-促音便,和,,ヤル,やっ,ヤッ,ヤッ,18.072,20.140,18.072,20.140,0,B
K008_001b,83,I,IC01_深石,てる,テル,てる,助動詞,下一段-タ行,終止形-一般,和,,テル,てる,テル,テル,18.072,20.140,18.072,20.140,0,I
K008_001b,84,I,IC01_深石,と,ト,と,助詞-格助詞,,,和,,ト,(U と,ト,ト,18.072,20.140,18.072,20.140,0,I
K008_001b,85,I,IC01_深石,か,カ,か,助詞-副助詞,,,和,,カ,か)。,カ,カ,18.072,20.140,18.072,20.140,0,I
K008_001b,86,B,IC01_深石,ね,ネ,ね,助詞-終助詞,,,和,,ネ,ね。,ネ,ネ,20.445,20.760,20.445,20.760,0,B
K008_001b,87,B,IC01_深石,取っ,トル,取る,動詞-一般,五段-ラ行,連用形-促音便,和,,トル,取っ,トッ,トッ,20.760,23.428,20.760,21.58,0,B
K008_001b,88,I,IC01_深石,とく,トク,とく,助動詞,五段-カ行,連体形-一般,和,,トク,とく,トク,トク,20.760,23.428,20.760,21.58,0,I
K008_001b,89,I,IC01_深石,の,ノ,の,助詞-準体助詞,,,和,,ノ,の,ノ,ノ,20.760,23.428,20.760,21.58,0,I
K008_001b,90,I,IC01_深石,が,ガ,が,助詞-格助詞,,,和,,ガ,が,ガ,ガ,20.760,23.428,20.760,21.58,0,I
K008_001b,91,I,IC01_深石,コツ,コツ,こつ,名詞-普通名詞-一般,,,漢,,コツ,コツ,コツ,コツ,20.760,23.428,22.37,23.428,0,B
K008_001b,92,I,IC01_深石,か,カ,か,助詞-終助詞,,,和,,カ,か,カ,カ,20.760,23.428,22.37,23.428,0,I
K008_001b,93,I,IC01_深石,な,ナ,な,助詞-終助詞,,,和,,ナ,な ,ナ,ナ,20.760,23.428,22.37,23.428,0,I
K008_001b,94,I,IC01_深石,と,ト,と,助詞-格助詞,,,和,,ト,と,ト,ト,20.760,23.428,22.37,23.428,0,I
K008_001b,95,I,IC01_深石,思っ,オモウ,思う,動詞-一般,五段-ワア行,連用形-促音便,和,,オモウ,思っ,オモッ,オモッ,20.760,23.428,22.37,23.428,0,B
K008_001b,96,I,IC01_深石,て,テ,て,助詞-接続助詞,,,和,,テ,て。,テ,テ,20.760,23.428,22.37,23.428,0,I
K008_001b,97,B,IC01_深石,綺麗,キレイ,奇麗,形状詞-一般,,,漢,,キレイ,綺麗,キレー,キレー,23.783,24.518,23.783,24.518,0,B
K008_001b,98,I,IC01_深石,に,ダ,だ,助動詞,助動詞-ダ,連用形-ニ,和,,ダ,に,ニ,ニ,23.783,24.518,23.783,24.518,0,I
K008_001b,99,I,IC01_深石,見える,ミエル,見える,動詞-一般,下一段-ア行,終止形-一般,和,,ミエル,見える。,ミエル,ミエル,23.783,24.518,23.783,24.518,0,B
K008_001b,100,B,IC02_鶴賀,◇,,,形態論情報付与対象外,,,,,,(L ◇),◇,◇,23.934,25.468,23.934,25.468,0,B
K008_001b,101,B,IC03_久美,綺麗,キレイ,奇麗,形状詞-一般,,,漢,,キレイ,綺麗,キレー,キレー,24.227,25.746,24.227,25.746,0,B
K008_001b,102,I,IC03_久美,に,ダ,だ,助動詞,助動詞-ダ,連用形-ニ,和,,ダ,に ,ニ,ニ,24.227,25.746,24.227,25.746,0,I
K008_001b,103,I,IC03_久美,洗っ,アラウ,洗う,動詞-一般,五段-ワア行,連用形-促音便,和,,アラウ,洗っ,アラッ,アラッ,24.227,25.746,24.227,25.746,0,B
K008_001b,104,I,IC03_久美,て,テ,て,助詞-接続助詞,,,和,,テ,て。,テ,テ,24.227,25.746,24.227,25.746,0,I
K008_001b,105,B,IC01_深石,うーん,ウン,うん,感動詞-一般,,,和,,ウーン,うーん。,ウーン,ウーン,25.357,25.886,25.357,25.886,0,B
K008_001b,106,B,IC02_鶴賀,ゴールド,ゴールド,ゴールド,名詞-普通名詞-一般,,,外,gold,ゴールド,ゴールド,ゴールド,ゴールド,25.468,27.041,25.468,27.041,0,B
K008_001b,107,I,IC02_鶴賀,に,ニ,に,助詞-格助詞,,,和,,ニ,に,ニ,ニ,25.468,27.041,25.468,27.041,0,I
K008_001b,108,I,IC02_鶴賀,見える,ミエル,見える,動詞-一般,下一段-ア行,終止形-一般,和,,ミエル,(L 見える:)?。,ミエル,ミエルー,25.468,27.041,25.468,27.041,0,B
K008_001b,109,B,IC01_深石,ありがと,アリガトウ,有り難う,感動詞-一般,,,和,,アリガト,ありがと,アリガト,アリガト,26.825,28.025,26.825,28.025,0,B
K008_001b,110,I,IC01_深石,ござい,ゴザル,御座る,動詞-一般,五段-ラ行,連用形-イ音便,混,,ゴザル,ござい,ゴザイ,ゴザイ,26.825,28.025,26.825,28.025,0,B
K008_001b,111,I,IC01_深石,ます,マス,ます,助動詞,助動詞-マス,終止形-一般,和,,マス,ま(T す)。,マス,マス,26.825,28.025,26.825,28.025,0,I
K008_001b,112,B,IC03_久美,それ,ソレ,其れ,代名詞,,,和,,ソレ,それ,ソレ,ソレ,29.308,29.848,29.308,29.848,0,B
K008_001b,113,I,IC03_久美,は,ハ,は,助詞-係助詞,,,和,,ハ,は。,ワ,ワ,29.308,29.848,29.308,29.848,0,I
K008_001b,114,B,IC03_久美,あ,アッ,あっ,感動詞-一般,,,和,,ア,あ。,ア,ア,29.965,30.162,29.965,30.162,0,B
K008_001b,115,B,IC03_久美,そっ,ソウ,そう,副詞,,,和,,ソッ,そっ,ソッ,ソッ,30.162,30.451,30.162,30.451,0,B
K008_001b,116,I,IC03_久美,か,カ,か,助詞-終助詞,,,和,,カ,か。,カ,カ,30.162,30.451,30.162,30.451,0,I
K008_001b,117,B,IC03_久美,卵,タマゴ,卵,名詞-普通名詞-一般,,,和,,タマゴ,卵,タマゴ,タマゴ,30.503,32.420,30.503,31.095,0,B
K008_001b,118,I,IC03_久美,の,ノ,の,助詞-格助詞,,,和,,ノ,の,ノ,ノ,30.503,32.420,30.503,31.095,0,I
K008_001b,119,I,IC03_久美,ディップ,ディップ,ディップ,名詞-普通名詞-一般,,,外,dip,ディップ,ディップ。,ディップ,ディップ,30.503,32.420,31.901,32.420,0,B
K008_001b,120,B,IC02_鶴賀,うん,ウン,うん,感動詞-一般,,,和,,ウン,うん。,ウン,ウン,31.184,31.408,31.184,31.408,0,B
K008_001b,121,B,IC02_鶴賀,卵,タマゴ,卵,名詞-普通名詞-一般,,,和,,タマゴ,卵,タマゴ,タマゴ,31.465,31.947,31.465,31.947,0,B
K008_001b,122,I,IC02_鶴賀,の,ノ,の,助詞-格助詞,,,和,,ノ,の。,ノ,ノ,31.465,31.947,31.465,31.947,0,I
K008_001b,123,B,IC02_鶴賀,あ,アッ,あっ,感動詞-一般,,,和,,ア,あ。,ア,ア,31.947,32.133,31.947,32.133,0,B
K008_001b,124,B,IC02_鶴賀,ん,ン,ん,感動詞-一般,,,和,,ン,ん。,ン,ン,32.133,32.268,32.133,32.268,0,B
K008_001b,125,B,IC02_鶴賀,そう,ソウ,そう,副詞,,,和,,ソウ,そう ,ソー,ソー,32.541,33.132,32.541,33.132,0,B
K008_001b,126,I,IC02_鶴賀,そ,ソウ,そう,副詞,,,和,,ソ,(G そう|そ)。,ソ,ソ,32.541,33.132,32.541,33.132,0,B
K008_001b,127,B,IC02_鶴賀,ナイフ,ナイフ,ナイフ,名詞-普通名詞-一般,,,外,knife,ナイフ,ナイフ,ナイフ,ナイフ,33.132,34.162,33.132,34.162,0,B
K008_001b,128,I,IC02_鶴賀,を,ヲ,を,助詞-格助詞,,,和,,ヲ,を,オ,オ,33.132,34.162,33.132,34.162,0,I
K008_001b,129,I,IC02_鶴賀,出そう,ダス,出す,動詞-一般,五段-サ行,意志推量形,和,,ダス,出(U そう)。,ダソー,ダソー,33.132,34.162,33.132,34.162,0,B
K008_001b,130,B,IC02_鶴賀,どっ,ドコ,何処,代名詞,,,和,,ドッ,(T (U どっ,ドッ,ドッ,34.907,35.564,34.907,35.564,0,B
K008_001b,131,I,IC02_鶴賀,か,カ,か,助詞-副助詞,,,和,,カ,か))。,カ,カ,34.907,35.564,34.907,35.564,0,I
K008_001b,132,B,IC02_鶴賀,うん,ウン,うん,感動詞-一般,,,和,,ウン,うん。,ウン,ウン,37.554,37.744,37.554,37.744,0,B
K008_001b,133,B,IC02_鶴賀,そう,ソウ,そう,副詞,,,和,,ソウ,そう ,ソー,ソー,45.528,46.140,45.528,46.140,0,B
K008_001b,134,I,IC02_鶴賀,そ,ソウ,そう,副詞,,,和,,ソ,(G そう|そ)。,ソ,ソ,45.528,46.140,45.528,46.140,0,B
K008_001b,135,B,IC01_深石,よし,ヨシ,よし,感動詞-一般,,,和,,ヨシ,(T よし)。,ヨシ,ヨシ,45.977,46.244,45.977,46.244,0,B
K008_001b,136,B,IC01_深石,じゃ,デ,で,接続詞,,,和,,ジャ,(T じゃ ,ジャ,ジャ,46.244,47.231,46.244,47.231,0,B
K008_001b,137,I,IC01_深石,一個,イッコ,一個,名詞-数詞,,,漢,,イッコ,一個,イッコ,イッコ,46.244,47.231,46.244,47.231,0,B
K008_001b,138,I,IC01_深石,もらい,モラウ,貰う,動詞-一般,五段-ワア行,連用形-一般,和,,モラウ,(U もらい,モライ,モライ,46.244,47.231,46.244,47.231,0,B
K008_001b,139,I,IC01_深石,ます,マス,ます,助動詞,助動詞-マス,終止形-一般,和,,マス,ます))。,マス,マス,46.244,47.231,46.244,47.231,0,I
K008_001b,140,B,IC03_久美,すごい,スゴイ,凄い,形容詞-一般,形容詞,終止形-一般,和,,スゴイ,すごい。,スゴイ,スゴイ,47.663,48.100,47.663,48.100,0,B
K008_001b,141,B,IC03_久美,これ,コレ,此れ,代名詞,,,和,,コレ,これ ,コレ,コレ,48.100,50.518,48.100,50.518,0,B
K008_001b,142,I,IC03_久美,ごま油,ゴマアブラ,胡麻油,名詞-普通名詞-一般,,,混,,ゴマアブラ,ごま油,ゴマアブラ,ゴマアブラ,48.100,50.518,48.100,50.518,0,B
K008_001b,143,I,IC03_久美,の,ノ,の,助詞-格助詞,,,和,,ノ,の,ノ,ノ,48.100,50.518,48.100,50.518,0,I
K008_001b,144,I,IC03_久美,香り,カオリ,香り,名詞-普通名詞-一般,,,和,,カオリ,香り,カオリ,カオリ,48.100,50.518,48.100,50.518,0,B
K008_001b,145,I,IC03_久美,が,ガ,が,助詞-格助詞,,,和,,ガ,が,ガ,ガ,48.100,50.518,48.100,50.518,0,I
K008_001b,146,I,IC03_久美,する,スル,する,動詞-一般,サ行変格,連体形-一般,和,,スル,する,スル,スル,48.100,50.518,48.100,50.518,0,B
K008_001b,147,I,IC03_久美,んです,ノデス,のです,助動詞,助動詞-デス,終止形-一般,和,,ンデス,んです,ンデス,ンデス,48.100,50.518,48.100,50.518,0,I
K008_001b,148,I,IC03_久美,けど,ケレド,けれど,助詞-接続助詞,,,和,,ケド,けど。,ケド,ケド,48.100,50.518,48.100,50.518,0,I
K008_001b,149,B,IC01_深石,うん,ウン,うん,感動詞-一般,,,和,,ウン,うん。,ウン,ウン,49.335,49.539,49.335,49.539,0,B
K008_001b,150,B,IC01_深石,なん,ナニ,何,代名詞,,,和,,ナン,なん,ナン,ナン,49.539,51.668,49.539,51.668,0,B
K008_001b,151,I,IC01_深石,か,カ,か,助詞-副助詞,,,和,,カ,か,カ,カ,49.539,51.668,49.539,51.668,0,I
K008_001b,152,I,IC01_深石,ね,ネ,ね,助詞-終助詞,,,和,,ネ,ね ,ネ,ネ,49.539,51.668,49.539,51.668,0,I
K008_001b,153,I,IC01_深石,変わっ,カワル,変わる,動詞-一般,五段-ラ行,連用形-促音便,和,,カワル,変わっ,カワッ,カワッ,49.539,51.668,49.539,51.668,0,B
K008_001b,154,I,IC01_深石,て,テル,てる,助動詞,下一段-タ行,連用形-一般,和,,テル,て,テ,テ,49.539,51.668,49.539,51.668,0,I
K008_001b,155,I,IC01_深石,て,テ,て,助詞-接続助詞,,,和,,テ,て,テ,テ,49.539,51.668,49.539,51.668,0,I
K008_001b,156,I,IC01_深石,イ,,,言いよどみ,,,,,,(D イ) ,イ,イ,49.539,51.668,49.539,51.668,0,B
K008_001b,157,I,IC01_深石,おいし,オイシイ,美味しい,形容詞-一般,形容詞,語幹-一般,和,,オイシイ,おいし,オイシ,オイシ,49.539,51.668,49.539,51.668,0,B
K008_001b,158,I,IC01_深石,そう,ソウ,そう,形状詞-助動詞語幹,,,和,様態,ソウ,そう,ソー,ソー,49.539,51.668,49.539,51.668,0,I
K008_001b,159,I,IC01_深石,と,ト,と,助詞-格助詞,,,和,,ト,と,ト,ト,49.539,51.668,49.539,51.668,0,I
K008_001b,160,I,IC01_深石,思っ,オモウ,思う,動詞-一般,五段-ワア行,連用形-促音便,和,,オモウ,思っ,オモッ,オモッ,49.539,51.668,49.539,51.668,0,B
K008_001b,161,I,IC01_深石,て,テ,て,助詞-接続助詞,,,和,,テ,て。,テ,テ,49.539,51.668,49.539,51.668,0,I
K008_001b,162,B,IC03_久美,うーん,ウン,うん,感動詞-一般,,,和,,ウーン,うーん。,ウーン,ウーン,51.509,51.940,51.509,51.940,0,B
K008_001b,163,B,IC01_深石,最初,サイショ,最初,副詞,,,漢,,サイショ,最初: ,サイショ,サイショー,51.668,55.445,51.668,55.445,0,B
K008_001b,164,I,IC01_深石,あの,アノ,あの,感動詞-フィラー,,,和,,アノ,(F あの:) ,アノ,アノー,51.668,55.445,51.668,55.445,0,B
K008_001b,165,I,IC01_深石,前回,ゼンカイ,前回,名詞-普通名詞-一般,,,漢,,ゼンカイ,前回 ,ゼンカイ,ゼンカイ,51.668,55.445,51.668,55.445,0,B
